Parcel Number,Class,County,Price,List Date,List Price,Selling Price,Selling Price,Days On Market,Days On MLS,Closed Date,Date History Status,Price / SqFt,List Price / SqFt,Sold Price/SqFt,Original Price,Date Price Change,How Sold Code,Address,City,State,Zip Code,SFHeatCool,Year Built,Baths,Bedrooms,Half-Baths,Condition,Listing Type,Listing Visibility Type,AddtRentYN,# Tenants,# Floors,Cap Rate %,Condition,Date Leased,For Comp Purposes Only Y/N,MLS Only Entry Y/N (No Services Provided),Number of Acres,Pass Thru Exp/SF Annual,Price/SqFt Annual,Price/SqFt Monthly,Sale/Rent,Short Sale Y/N,Taxes - Annual,Total # of Units,# of Garage Spaces,Garage Y/N,Net Operating Income,Pool Y/N,Zoning,Bank Owned Y/N,Auction
07294-202-514,AT,Alachua,"$98,000 ",4/25/2018,"$108,900 ","$98,000 ",,22,22,5/17/2018,5/18/2018,$114.63 ,,$103.16 ,"$108,900 ",5/18/2018,CASH,3705 SW 27th Street 514,Gainesville,FL,32608,950,1996,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$644 ,,,No,,,,No,No
07297-010-141,AT,Alachua,"$115,000 ",4/20/2018,"$122,900 ","$115,000 ",,34,34,5/24/2018,5/25/2018,$110.32 ,,$103.23 ,"$122,900 ",5/25/2018,CASH,3552 SW 30th Way 141,Gainesville,FL,32608,"1,114",2002,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,710 ",,,No,,,,No,No
07297-025-042,AT,Alachua,"$127,500 ",2/6/2017,"$134,900 ","$127,500 ",,84,84,5/1/2017,2/20/2018,$107.92 ,,$102.00 ,"$134,900 ",2/20/2018,CASH,2927 SW 35th Place Place 114,Gainesville,FL,32608,"1,250",2006,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$973 ,,,No,,,,No,No
07314-072-072,AT,Alachua,"$150,000 ",3/6/2017,"$162,900 ","$150,000 ",,29,29,4/4/2017,4/5/2017,$112.34 ,,$103.45 ,"$162,900 ",4/5/2017,CASH,2508 SW 35TH Place 72,Gainesville,FL,32608,"1,450",2007,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,600 ",,,No,,,,No,No
09013-207-001,AT,Alachua,"$217,000 ",2/1/2019,"$219,900 ","$217,000 ",,42,0,3/15/2019,3/22/2019,$93.49 ,,$92.26 ,"$219,900 ",3/22/2019,CONVENTIONAL,1654 NW 22nd Circle,Gainesville,FL,32605,"2,352",1985,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,861 ",,2,Yes,,,,No,No
06680-020-099,AT,Alachua,"$129,900 ",5/16/2019,"$129,900 ","$129,900 ",,79,79,8/14/2019,8/14/2019,$94.82 ,,$94.82 ,"$135,900 ",7/1/2019,CONVENTIONAL,815 SW 56th Terrace,Gainesville,FL,32607,"1,370",1987,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,956 ",,,No,,,,No,No
 06774-010-521,AT,Alachua,"$87,000 ",5/21/2019,"$89,900 ","$87,000 ",,83,79,8/12/2019,8/13/2019,$112.38 ,,$108.75 ,"$89,900 ",8/13/2019,CASH,2905 SW Archer Road 5021,Gainesville,FL,32608,800,1998,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,188 ",,,No,,,,No,No
07240-050-803,AT,Alachua,"$115,000 ",11/29/2018,"$127,900 ","$115,000 ",,69,69,2/6/2019,2/14/2019,$109.13 ,,$98.12 ,"$127,900 ",2/14/2019,CONVENTIONAL,4415 SW 34th Street 803,Gainesville,FL,32608,"1,172",2000,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,682 ",,,No,,,,No,No
06765-080-801,AT,Alachua,"$87,000 ",10/25/2018,"$96,000 ","$87,000 ",,98,98,1/31/2019,1/31/2019,$108.11 ,,$97.97 ,"$96,000 ",1/31/2019,CASH,2360 SW ARCHER Road 801,Gainesville,FL,32608,888,1996,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,351 ",,,No,,,,No,No
06500-135-000,AT,Alachua,"$73,000 ",5/23/2018,"$77,900 ","$73,000 ",,96,96,8/28/2018,8/29/2018,$86.56 ,,$81.11 ,"$77,900 ",8/29/2018,CONVENTIONAL,507 NW 39TH Road 135,Gainesville,FL,32607,900,1976,2,2,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,000 ",,,No,,,,No,No
07242-020-001,AT,Alachua,"$83,000 ",5/1/2018,"$84,900 ","$83,000 ",,42,42,6/12/2018,6/18/2018,$74.60 ,,$72.93 ,"$84,900 ",6/18/2018,CASH,4411 SW 34TH Street 201,Gainesville,FL,32608,"1,138",1985,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,129 ",,,No,,,,No,No
09930-010-855,AT,Alachua,"$124,000 ",11/13/2018,"$128,900 ","$124,000 ",,92,92,2/13/2019,2/13/2019,$97.36 ,,$93.66 ,"$135,900 ",2/13/2019,CASH,855 NW 21st Avenue,Gainesville,FL,32609,"1,324",2005,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,035 ",,,No,,,,No,No
06724-016-009,AT,Alachua,"$110,000 ",1/10/2018,"$119,900 ","$110,000 ",,54,54,3/5/2018,3/7/2018,$101.96 ,,$93.54 ,"$119,900 ",3/7/2018,CONVENTIONAL,3870 SW 20th Avenue 1609,Gainesville,FL,32607,"1,176",2002,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,617 ",,,No,,,,No,No
06724-017-009,AT,Alachua,"$110,000 ",1/22/2018,"$115,900 ","$110,000 ",,66,63,3/29/2018,3/29/2018,$98.55 ,,$93.54 ,"$115,900 ",3/29/2018,CASH,3890 SW 20TH Avenue 1709,Gainesville,FL,32607,"1,176",2002,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,617 ",,,No,,,,No,No
06750-010-059,AT,Alachua,"$144,500 ",5/13/2019,"$154,900 ","$144,500 ",,57,57,7/9/2019,7/12/2019,$135.64 ,,$126.53 ,"$154,900 ",7/12/2019,CASH,2375 SW 42nd Drive 159,Gainesville,FL,32607,"1,142",2005,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,226 ",,,No,,,,No,No
06819-020-084,AT,Alachua,"$128,600 ",11/19/2015,"$129,500 ","$128,600 ",,417,418,2/10/2017,4/16/2017,$114.20 ,,$113.40 ,"$124,900 ",4/16/2017,CASH,4700 SW Archer Road 84,Gainesville,FL,32608,"1,134",1997,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,978 ",,1,Yes,,,,No,No
06860-061-005,AT,Alachua,"$126,000 ",3/28/2018,"$129,900 ","$126,000 ",,92,93,6/28/2018,6/29/2018,$112.76 ,,$109.38 ,"$129,900 ",6/29/2018,CONVENTIONAL,5121 SW 92nd Court,Gainesville,FL,32608,"1,152",1984,2,2,1,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,519 ",,,No,,,,No,No
06860-170-018,AT,Alachua,"$135,500 ",5/30/2017,"$135,000 ","$135,500 ",,37,37,7/6/2017,7/6/2017,$108.00 ,,$108.40 ,"$135,000 ",7/6/2017,CASH,10000 SW 52nd Avenue D-18,Gainesville,FL,32608,"1,250",1998,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,121 ",,1,Yes,,,,No,No
13163-106-000,AT,Alachua,"$179,000 ",4/9/2017,"$184,900 ","$179,000 ",,96,95,7/14/2017,7/17/2017,$197.54 ,,$191.24 ,"$184,900 ",7/17/2017,CASH,621 SW 10th Street 106,Gainesville,FL,32601,936,2006,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,893 ",,,No,,,,No,No
13446-203-000,AT,Alachua,"$237,000 ",8/29/2017,"$243,500 ","$237,000 ",,22,21,9/20/2017,11/10/2017,$172.70 ,,$168.09 ,"$243,500 ",11/10/2017,CASH,835 SW 9 Street 203,Gainesville,FL,32601,"1,410",2005,4,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,892 ",,,No,,,,No,No
13446-311-000,AT,Alachua,"$240,000 ",10/17/2017,"$244,900 ","$240,000 ",,55,55,12/11/2017,12/22/2017,$173.69 ,,$170.21 ,"$244,900 ",12/22/2017,OTHER,835 SW 9 Street 311,Gainesville,FL,32601,"1,410",2005,4,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,840 ",,,No,,,,No,No
14707-010-023,AT,Alachua,"$380,000 ",6/26/2019,"$395,000 ","$380,000 ",,44,44,8/9/2019,8/14/2019,$182.28 ,,$175.36 ,"$395,000 ",8/14/2019,CASH,132 NE 4th Street,Gainesville,FL,32601,"2,167",2004,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,199 ",,1,Yes,,,,No,No
12958-402-000,AT,Alachua,"$234,900 ",11/20/2017,"$234,900 ","$234,900 ",,150,148,5/23/2018,5/23/2018,$204.26 ,,$204.26 ,"$234,900 ",11/22/2017,CASH,230 SW 2nd Avenue 402,Gainesville,FL,32601,"1,150",2008,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,466 ",,,No,,,,No,No
07297-031-094,AT,Alachua,"$152,000 ",12/24/2018,"$157,900 ","$152,000 ",,29,29,1/22/2019,1/23/2019,$146.34 ,,$140.87 ,"$157,900 ",1/23/2019,CASH,2976 SW 35th Place 94,Gainesville,FL,32608,"1,079",2008,3,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,491 ",,,No,,,,No,No
15521-030-216,AT,Alachua,"$262,000 ",9/24/2019,"$269,900 ","$262,000 ",,86,86,12/19/2019,12/22/2019,$199.34 ,,$193.50 ,"$269,900 ",12/22/2019,CONVENTIONAL,1235 SW 9TH Road 201,Gainesville,FL,32601,"1,354",2006,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,481 ",,1,No,,,,No,No
15635-013-024,AT,Alachua,"$55,500 ",5/22/2018,"$59,900 ","$55,500 ",,17,17,6/8/2018,6/8/2018,$103.99 ,,$96.35 ,"$59,900 ",6/8/2018,CASH,1015 SW 9th Street D-24,Gainesville,FL,32601,576,1981,1,1,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$898 ,,,No,,,,No,No
15636-202-000,AT,Alachua,"$263,500 ",4/14/2017,"$272,500 ","$263,500 ",,62,62,6/15/2017,6/16/2017,$188.71 ,,$182.48 ,"$272,500 ",6/16/2017,CASH,921 SW Depot Avenue 202,Gainesville,FL,32601,"1,444",2007,4,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,392 ",,2,Yes,,,,No,No
07294-200-428,AT,Alachua,"$64,000 ",6/14/2017,"$66,900 ","$64,000 ",,69,69,8/22/2017,8/23/2017,$111.50 ,,$106.67 ,"$66,900 ",8/23/2017,CONVENTIONAL,3705 SW 27th Street 428,Gainesville,FL,32608,600,1996,1,1,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$987 ,,,No,,,,No,No
15635-013-002,AT,Alachua,"$48,000 ",1/30/2017,"$51,000 ","$48,000 ",,29,27,2/28/2017,3/3/2017,$88.54 ,,$83.33 ,"$51,000 ",3/3/2017,CASH,1015 SW 9th Street D-2,Gainesville,FL,32601,576,1981,1,1,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$777 ,,,No,,,,No,No
06655-112-503,AT,Alachua,"$45,500 ",2/15/2017,"$50,000 ","$45,500 ",,37,37,3/24/2017,3/24/2017,$46.47 ,,$42.29 ,"$50,000 ",3/24/2017,CASH,6519 W Newberry Road 503,Gainesville,FL,32605,"1,076",1972,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$375 ,,,No,,,,No,No
07294-201-112,AT,Alachua,"$112,500 ",6/21/2017,"$118,000 ","$112,500 ",,100,100,9/29/2017,9/29/2017,$98.50 ,,$93.91 ,"$125,000 ",9/29/2017,CASH,3705 SW 27th Street 1112,Gainesville,FL,32608,"1,198",1996,3,3,0,,Exclusive Right w/Except,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$654 ,,,No,,,,No,No
07296-031-008,AT,Alachua,"$85,000 ",3/13/2019,"$96,900 ","$85,000 ",,48,48,4/30/2019,6/17/2019,$106.72 ,,$93.61 ,"$96,900 ",6/17/2019,CONVENTIONAL,2839 SW 39TH Avenue,Gainesville,FL,32608,908,1987,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,396 ",,,No,,,,No,No
07297-025-045,AT,Alachua,"$135,000 ",3/8/2017,"$139,900 ","$135,000 ",,22,22,3/30/2017,3/31/2017,$109.64 ,,$105.80 ,"$139,900 ",3/31/2017,CASH,2915 SW 35th Place 104,Gainesville,FL,32608,"1,276",2006,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,940 ",,,No,,,,No,No
07300-401-000,AT,Alachua,"$70,000 ",6/9/2017,"$79,500 ","$70,000 ",,20,20,8/8/2017,8/9/2017,$73.07 ,,$64.34 ,"$79,500 ",8/9/2017,CASH,2635 SW 35th Place 401,Gainesville,FL,32608,"1,088",1983,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,151 ",,,No,,,,No,No
07333-217-000,AT,Alachua,"$129,000 ",5/25/2018,"$135,000 ","$129,000 ",,180,173,11/21/2018,11/26/2018,$98.11 ,,$93.75 ,"$135,000 ",11/26/2018,CONVENTIONAL,2726 SW 14th Drive,Gainesville,FL,32608,"1,376",1978,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$2,297 ",,,No,,,,No,No
09003-020-151,AT,Alachua,"$72,000 ",6/13/2017,"$75,900 ","$72,000 ",,31,31,7/14/2017,7/14/2017,$70.93 ,,$67.29 ,"$75,900 ",7/14/2017,CONVENTIONAL,1810 NW 23rd Boulevard 151,Gainesville,FL,32605,"1,070",1972,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,218 ",,,No,,,,No,No
06686-029-000,AT,Alachua,"$89,000 ",3/31/2017,"$89,900 ","$89,000 ",,69,69,6/8/2017,6/12/2017,$74.42 ,,$73.68 ,"$89,900 ",6/12/2017,CONVENTIONAL,4479 SW 21st Lane,Gainesville,FL,32607,"1,208",1985,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$685 ,,,No,,,,No,No
06819-020-111,AT,Alachua,"$112,000 ",3/6/2019,"$119,900 ","$112,000 ",,85,85,5/30/2019,6/12/2019,$151.77 ,,$141.77 ,"$119,900 ",6/12/2019,CASH,4700 SW Archer Road 111,Gainesville,FL,32608,790,1997,1,1,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,584 ",,1,Yes,,,,No,No
06678-020-007,AT,Alachua,"$32,333 ",6/12/2017,"$35,000 ","$32,333 ",,204,0,1/2/2018,1/3/2018,$44.42 ,,$41.03 ,"$35,000 ",1/3/2018,CASH,1925 SW 69th Drive,Gainesville,FL,32607,788,1983,1,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$631 ,,,No,,,,No,No
12958-212-000,AT,Alachua,"$215,000 ",1/20/2018,"$219,900 ","$215,000 ",,65,65,3/26/2018,3/28/2018,$200.27 ,,$195.81 ,"$219,900 ",3/28/2018,CONVENTIONAL,230 SW 2nd Avenue 212,Gainesville,FL,32601,"1,098",2008,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,466 ",,,No,,,,No,No
07297-031-085,AT,Alachua,"$137,000 ",2/24/2017,"$139,900 ","$137,000 ",,35,35,3/31/2017,4/3/2017,$129.66 ,,$126.97 ,"$139,900 ",4/3/2017,CASH,2972 SW 35th Place 85,Gainesville,FL,32608,"1,079",2007,3,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,555 ",,,No,,,,No,No
07297-032-022,AT,Alachua,"$167,000 ",4/16/2019,"$169,900 ","$167,000 ",,29,29,5/15/2019,5/16/2019,$155.59 ,,$152.93 ,"$169,900 ",5/16/2019,CASH,2934 SW 35th Place 22,Gainesville,FL,32608,"1,092",2008,3,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,611 ",,,No,,,,No,No
15486-401-021,AT,Alachua,"$72,000 ",5/31/2018,"$70,900 ","$72,000 ",,39,39,7/9/2018,7/9/2018,$94.53 ,,$96.00 ,"$70,900 ",7/9/2018,CONVENTIONAL,1700 SW 16TH Court A-21,Gainesville,FL,32608,750,1987,1,2,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$967 ,,,No,,,,No,No
15511-003-002,AT,Alachua,"$253,000 ",4/5/2019,"$259,900 ","$253,000 ",,69,69,6/13/2019,6/15/2019,$200.54 ,,$195.22 ,"$259,900 ",6/15/2019,CASH,1142 SW 9th Road 302,Gainesville,FL,32601,"1,296",2007,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,481 ",,,No,,,,No,No
15511-003-003,AT,Alachua,"$245,000 ",9/1/2017,"$254,900 ","$245,000 ",,75,75,11/15/2017,11/16/2017,$196.68 ,,$189.04 ,"$254,900 ",11/16/2017,CONVENTIONAL,1142 SW 9th Road 304,Gainesville,FL,32601,"1,296",2007,3,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,329 ",,,No,,,,No,No
15519-020-210,AT,Alachua,"$261,500 ",4/3/2019,"$269,800 ","$261,500 ",,121,121,8/2/2019,8/5/2019,$202.86 ,,$196.62 ,"$274,900 ",8/5/2019,CASH,1257 SW 9TH Road 210,Gainesville,FL,32601,"1,330",2005,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,435 ",,,No,,,,No,No
13163-104-000,AT,Alachua,"$190,000 ",4/13/2018,"$194,900 ","$190,000 ",,46,46,5/29/2018,5/30/2018,$208.23 ,,$202.99 ,"$195,000 ",5/30/2018,CASH,621 SW 10th Street 104,Gainesville,FL,32601,936,2006,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,830 ",,,No,,,,No,No
06680-030-092,AT,Alachua,"$92,000 ",2/26/2017,"$95,000 ","$92,000 ",,30,30,3/28/2017,4/3/2017,$85.90 ,,$83.18 ,"$95,000 ",4/3/2017,CASH,5810 8th Place,Gainesville,FL,32607,"1,106",1987,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,476 ",,,No,,,,No,No
07240-050-705,AT,Alachua,"$97,000 ",3/23/2017,"$102,900 ","$97,000 ",,81,81,6/12/2017,6/13/2017,$87.80 ,,$82.76 ,"$102,900 ",6/13/2017,CONVENTIONAL,4415 SW 34th Street 705,Gainesville,FL,32608,"1,172",2000,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$711 ,,,No,,,,No,No
06503-303-000,AT,Alachua,"$175,100 ",11/12/2019,"$174,900 ","$175,100 ",,38,38,12/20/2019,12/22/2019,$110.84 ,,$110.96 ,"$174,900 ",12/22/2019,CONVENTIONAL,538 NW 39th Road 303,Gainesville,FL,32607,"1,578",2006,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,590 ",,1,Yes,,,,No,No
07285-001-110,AT,Alachua,"$161,900 ",5/6/2019,"$164,900 ","$161,900 ",,88,88,8/2/2019,8/5/2019,$117.79 ,,$115.64 ,"$164,900 ",8/5/2019,CONVENTIONAL,2515 SW 35th Place 110,Gainesville,FL,32608,"1,400",2007,3,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,391 ",,,No,,,,No,No
07294-201-914,AT,Alachua,"$107,900 ",5/23/2019,"$114,900 ","$107,900 ",,26,26,6/18/2019,6/20/2019,$120.95 ,,$113.58 ,"$114,900 ",6/20/2019,CASH,3705 SW 27th Street 914,Gainesville,FL,32608,950,1996,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,580 ",,,No,,,,No,No
07297-024-036,AT,Alachua,"$130,000 ",12/24/2017,"$136,900 ","$130,000 ",,63,63,3/12/2018,3/15/2018,$109.52 ,,$104.00 ,"$136,900 ",3/15/2018,CASH,2927 SW 35th Place Place 113,Gainesville,FL,32608,"1,250",2006,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,038 ",,,No,,,,No,No
07297-025-041,AT,Alachua,"$143,000 ",4/3/2019,"$147,900 ","$143,000 ",,79,79,6/21/2019,6/26/2019,$118.32 ,,$114.40 ,"$147,900 ",6/26/2019,CONVENTIONAL,2921 SW 35th Place 108,Gainesville,FL,32608,"1,250",2006,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,234 ",,,No,,,,No,No
07300-402-000,AT,Alachua,"$80,500 ",2/20/2018,"$84,900 ","$80,500 ",,22,22,3/14/2018,3/14/2018,$78.03 ,,$73.99 ,"$84,900 ",3/14/2018,CASH,2635 SW 35TH Place 402,Gainesville,FL,32608,"1,088",1983,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,284 ",,,No,,,,No,No
07314-073-125,AT,Alachua,"$141,250 ",2/14/2017,"$147,900 ","$141,250 ",,121,120,6/15/2017,6/16/2017,$102.00 ,,$97.41 ,"$147,900 ",6/16/2017,CASH,2508 SW 35TH Place 125,Gainesville,FL,32608,"1,450",2007,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,600 ",,,No,,,,No,No
07314-073-137,AT,Alachua,"$148,000 ",2/13/2019,"$152,900 ","$148,000 ",,79,79,5/3/2019,5/16/2019,$105.45 ,,$102.07 ,"$152,900 ",5/16/2019,CONVENTIONAL,2508 SW 35TH Place 137,Gainesville,FL,32608,"1,450",2007,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,685 ",,,No,,,,No,No
06724-101-104,AT,Alachua,"$123,000 ",6/12/2018,"$130,900 ","$123,000 ",,62,62,8/13/2018,8/14/2018,$111.31 ,,$104.59 ,"$130,900 ",8/14/2018,CASH,3901 SW 20th Avenue 104,Gainesville,FL,32607,"1,176",2001,2,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,618 ",,,No,,,,No,No
06757-005-211,AT,Alachua,"$128,900 ",2/10/2018,"$128,900 ","$128,900 ",,13,13,2/23/2018,2/25/2018,$109.52 ,,$109.52 ,"$128,900 ",2/10/2018,CASH,2601 SW Archer Road C-211,Gainesville,FL,32608-1324,"1,177",1993,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,621 ",,,No,,,,No,No
06757-005-330,AT,Alachua,"$127,000 ",8/19/2018,"$134,900 ","$127,000 ",,82,82,11/9/2018,11/12/2018,$114.61 ,,$107.90 ,"$139,900 ",11/12/2018,CASH,2601 SW Archer Road H-330,Gainesville,FL,32608-1324,"1,177",1993,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,611 ",,,No,,,,No,No
06819-020-104,AT,Alachua,"$105,000 ",3/21/2018,"$114,900 ","$105,000 ",,43,43,5/3/2018,5/4/2018,$145.44 ,,$132.91 ,"$114,900 ",5/4/2018,CONVENTIONAL,4700 SW Archer Road 104,Gainesville,FL,32608,790,1997,1,1,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,380 ",,1,Yes,,,,No,No
06860-061-019,AT,Alachua,"$128,500 ",4/15/2017,"$120,000 ","$128,500 ",,83,83,7/7/2017,8/10/2017,$104.17 ,,$111.55 ,"$120,000 ",8/10/2017,CONVENTIONAL,5218 SW 92nd Court,Gainesville,FL,32608,"1,152",1984,2,2,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,195 ",,,No,,,,No,No
06677-020-034,AT,Alachua,"$88,500 ",3/14/2018,"$94,900 ","$88,500 ",,44,44,4/27/2018,4/27/2018,$92.14 ,,$85.92 ,"$94,900 ",4/27/2018,CONVENTIONAL,2332 SW 73rd Terrace,Gainesville,FL,32607,"1,030",1985,1,2,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,594 ",,,No,,,,No,No
06234-020-093,AT,Alachua,"$135,000 ",4/13/2017,"$135,000 ","$135,000 ",,32,32,5/15/2017,5/15/2017,$115.88 ,,$115.88 ,"$135,000 ",4/13/2017,CASH,10558 NW 28th Lane,Gainesville,FL,32606,"1,165",2004,2,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,431 ",,1,Yes,,,,No,No
14956-211-000,AT,Alachua,"$122,000 ",2/6/2017,"$124,900 ","$122,000 ",,28,28,3/22/2017,4/17/2017,$235.22 ,,$229.76 ,"$124,900 ",4/17/2017,CASH,1500 NW 4th Avenue 211,Gainesville,FL,32603,531,2008,1,1,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,166 ",,1,Yes,,,,No,No
15524-411-000,AT,Alachua,"$227,000 ",6/23/2019,"$234,900 ","$227,000 ",,24,24,7/17/2019,7/23/2019,$217.50 ,,$210.19 ,"$234,900 ",7/23/2019,CASH,1185 SW 9TH Road 411,Gainesville,FL,32601,"1,080",2008,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,912 ",,,No,,,,No,No
 06770-052-000,AT,Alachua,"$70,000 ",5/17/2019,"$71,900 ","$70,000 ",,39,38,6/25/2019,6/28/2019,$58.65 ,,$57.10 ,"$71,900 ",6/28/2019,CASH,2811 SW Archer Road G52,Gainesville,FL,32608,"1,226",1985,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,140 ",,,No,,,,No,No
07294-200-228,AT,Alachua,"$138,750 ",5/15/2018,"$138,900 ","$138,750 ",,21,21,6/5/2018,6/20/2018,$115.94 ,,$115.82 ,"$138,900 ",6/20/2018,CASH,3705 SW 27th Street 228,Gainesville,FL,32608,"1,198",1996,3,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$757 ,,,No,,,,No,No
